Governorate,Date,precipitation,hc_air_temperature,hc_relative_humidity,solar_radiation,wind_speed_sonic,Cereales (T),Maraichage (T),Legumineuses (T),Fourrages (T),Arboriculture (T),Olives (T),Cultures industrielles (T),Year
BIZERTE,2025-11-15,0.0,18.71,49.062916666666666,146.625,1.0166666666666666,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-16,0.0,18.29375,58.90916666666666,119.04166666666669,1.325,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-16,0.0,18.29375,58.90916666666666,119.04166666666669,1.325,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-16,0.0,18.29375,58.90916666666666,119.04166666666669,1.325,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-16,0.0,18.29375,58.90916666666666,119.04166666666669,1.325,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-17,0.0,18.21208333333333,84.13000000000001,86.91666666666667,0.975,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-17,0.0,18.21208333333333,84.13000000000001,86.91666666666667,0.975,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-17,0.0,18.21208333333333,84.13000000000001,86.91666666666667,0.975,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-17,0.0,18.21208333333333,84.13000000000001,86.91666666666667,0.975,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-18,13.0,15.802083333333334,93.59458333333332,78.0,1.4125,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-18,13.0,15.802083333333334,93.59458333333332,78.0,1.4125,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-18,13.0,15.802083333333334,93.59458333333332,78.0,1.4125,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-18,13.0,15.802083333333334,93.59458333333332,78.0,1.4125,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-19,0.0,14.922083333333331,87.72708333333333,132.375,1.4625,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-19,0.0,14.922083333333331,87.72708333333333,132.375,1.4625,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-19,0.0,14.922083333333331,87.72708333333333,132.375,1.4625,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-19,0.0,14.922083333333331,87.72708333333333,132.375,1.4625,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-20,1.2000000000000002,13.834166666666668,86.33166666666666,130.45833333333334,1.1875,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-20,1.2000000000000002,13.834166666666668,86.33166666666666,130.45833333333334,1.1875,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-20,1.2000000000000002,13.834166666666668,86.33166666666666,130.45833333333334,1.1875,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-20,1.2000000000000002,13.834166666666668,86.33166666666666,130.45833333333334,1.1875,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-21,23.4,11.482083333333334,96.02083333333331,78.625,2.575,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-21,23.4,11.482083333333334,96.02083333333331,78.625,2.575,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-21,23.4,11.482083333333334,96.02083333333331,78.625,2.575,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-21,23.4,11.482083333333334,96.02083333333331,78.625,2.575,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-22,46.8,8.34375,97.85041666666666,66.95833333333333,3.2541666666666664,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-22,46.8,8.34375,97.85041666666666,66.95833333333333,3.2541666666666664,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-22,46.8,8.34375,97.85041666666666,66.95833333333333,3.2541666666666664,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-22,46.8,8.34375,97.85041666666666,66.95833333333333,3.2541666666666664,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-23,1.4,11.3225,88.1725,97.125,2.029166666666667,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-23,1.4,11.3225,88.1725,97.125,2.029166666666667,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-23,1.4,11.3225,88.1725,97.125,2.029166666666667,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-23,1.4,11.3225,88.1725,97.125,2.029166666666667,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-24,0.0,10.285833333333334,85.49333333333334,103.45833333333331,0.7333333333333334,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-24,0.0,10.285833333333334,85.49333333333334,103.45833333333331,0.7333333333333334,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-24,0.0,10.285833333333334,85.49333333333334,103.45833333333331,0.7333333333333334,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-24,0.0,10.285833333333334,85.49333333333334,103.45833333333331,0.7333333333333334,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-25,0.6000000000000001,14.027083333333332,73.74833333333333,111.58333333333331,2.183333333333333,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-25,0.6000000000000001,14.027083333333332,73.74833333333333,111.58333333333331,2.183333333333333,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-25,0.6000000000000001,14.027083333333332,73.74833333333333,111.58333333333331,2.183333333333333,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-25,0.6000000000000001,14.027083333333332,73.74833333333333,111.58333333333331,2.183333333333333,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-26,17.6,10.56125,98.29416666666668,65.16666666666667,2.220833333333333,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-26,17.6,10.56125,98.29416666666668,65.16666666666667,2.220833333333333,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-26,17.6,10.56125,98.29416666666668,65.16666666666667,2.220833333333333,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-26,17.6,10.56125,98.29416666666668,65.16666666666667,2.220833333333333,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-27,16.8,9.232916666666666,96.98,71.0,3.079166666666667,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-27,16.8,9.232916666666666,96.98,71.0,3.079166666666667,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-27,16.8,9.232916666666666,96.98,71.0,3.079166666666667,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-27,16.8,9.232916666666666,96.98,71.0,3.079166666666667,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-28,5.8,12.048333333333334,86.47416666666668,128.20833333333334,2.2,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-28,5.8,12.048333333333334,86.47416666666668,128.20833333333334,2.2,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-28,5.8,12.048333333333334,86.47416666666668,128.20833333333334,2.2,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-28,5.8,12.048333333333334,86.47416666666668,128.20833333333334,2.2,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-29,1.4,12.2725,97.4475,46.04166666666666,1.6375,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-29,1.4,12.2725,97.4475,46.04166666666666,1.6375,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-29,1.4,12.2725,97.4475,46.04166666666666,1.6375,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-29,1.4,12.2725,97.4475,46.04166666666666,1.6375,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-11-30,0.2,10.86,89.3325,143.875,0.7708333333333334,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-11-30,0.2,10.86,89.3325,143.875,0.7708333333333334,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-11-30,0.2,10.86,89.3325,143.875,0.7708333333333334,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-11-30,0.2,10.86,89.3325,143.875,0.7708333333333334,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-01,0.2,10.24125,92.39291666666666,129.125,0.6875,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-01,0.2,10.24125,92.39291666666666,129.125,0.6875,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-01,0.2,10.24125,92.39291666666666,129.125,0.6875,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-01,0.2,10.24125,92.39291666666666,129.125,0.6875,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-02,0.7999999999999999,11.08625,97.22791666666669,109.79166666666669,0.7083333333333334,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-02,0.7999999999999999,11.08625,97.22791666666669,109.79166666666669,0.7083333333333334,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-02,0.7999999999999999,11.08625,97.22791666666669,109.79166666666669,0.7083333333333334,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-02,0.7999999999999999,11.08625,97.22791666666669,109.79166666666669,0.7083333333333334,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-03,4.2,11.842916666666667,89.86666666666667,123.5,1.1041666666666667,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-03,4.2,11.842916666666667,89.86666666666667,123.5,1.1041666666666667,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-03,4.2,11.842916666666667,89.86666666666667,123.5,1.1041666666666667,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-03,4.2,11.842916666666667,89.86666666666667,123.5,1.1041666666666667,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-04,16.4,11.96625,95.47875,72.375,2.9291666666666667,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-04,16.4,11.96625,95.47875,72.375,2.9291666666666667,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-04,16.4,11.96625,95.47875,72.375,2.9291666666666667,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-04,16.4,11.96625,95.47875,72.375,2.9291666666666667,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-05,13.2,12.769583333333337,87.09333333333332,79.75,3.8708333333333336,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-05,13.2,12.769583333333337,87.09333333333332,79.75,3.8708333333333336,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-05,13.2,12.769583333333337,87.09333333333332,79.75,3.8708333333333336,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-05,13.2,12.769583333333337,87.09333333333332,79.75,3.8708333333333336,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-06,0.0,15.342916666666667,73.86458333333333,121.29166666666669,4.025,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-06,0.0,15.342916666666667,73.86458333333333,121.29166666666669,4.025,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-06,0.0,15.342916666666667,73.86458333333333,121.29166666666669,4.025,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-06,0.0,15.342916666666667,73.86458333333333,121.29166666666669,4.025,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-07,2.6,16.52125,97.63791666666668,84.79166666666667,3.158333333333333,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-07,2.6,16.52125,97.63791666666668,84.79166666666667,3.158333333333333,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-07,2.6,16.52125,97.63791666666668,84.79166666666667,3.158333333333333,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-07,2.6,16.52125,97.63791666666668,84.79166666666667,3.158333333333333,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-08,0.0,16.1975,94.58916666666666,131.33333333333334,2.4458333333333333,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-08,0.0,16.1975,94.58916666666666,131.33333333333334,2.4458333333333333,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-08,0.0,16.1975,94.58916666666666,131.33333333333334,2.4458333333333333,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-08,0.0,16.1975,94.58916666666666,131.33333333333334,2.4458333333333333,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-09,0.4,12.530416666666667,98.33125,110.625,0.6958333333333333,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-09,0.4,12.530416666666667,98.33125,110.625,0.6958333333333333,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-09,0.4,12.530416666666667,98.33125,110.625,0.6958333333333333,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-09,0.4,12.530416666666667,98.33125,110.625,0.6958333333333333,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-10,0.2,12.000416666666666,98.85208333333333,103.29166666666669,0.8333333333333334,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-10,0.2,12.000416666666666,98.85208333333333,103.29166666666669,0.8333333333333334,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-10,0.2,12.000416666666666,98.85208333333333,103.29166666666669,0.8333333333333334,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-10,0.2,12.000416666666666,98.85208333333333,103.29166666666669,0.8333333333333334,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-11,0.4,12.51125,98.59708333333332,92.91666666666669,0.7625000000000001,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-11,0.4,12.51125,98.59708333333332,92.91666666666669,0.7625000000000001,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-11,0.4,12.51125,98.59708333333332,92.91666666666669,0.7625000000000001,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-11,0.4,12.51125,98.59708333333332,92.91666666666669,0.7625000000000001,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-12,0.2,12.284166666666666,95.83125,116.16666666666669,0.9875,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-12,0.2,12.284166666666666,95.83125,116.16666666666669,0.9875,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-12,0.2,12.284166666666666,95.83125,116.16666666666669,0.9875,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-12,0.2,12.284166666666666,95.83125,116.16666666666669,0.9875,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-13,0.4,12.956666666666663,93.805,129.66666666666666,0.9583333333333334,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-13,0.4,12.956666666666663,93.805,129.66666666666666,0.9583333333333334,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-13,0.4,12.956666666666663,93.805,129.66666666666666,0.9583333333333334,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-13,0.4,12.956666666666663,93.805,129.66666666666666,0.9583333333333334,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-14,0.2,13.396666666666668,92.95541666666666,128.66666666666666,1.1916666666666669,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-14,0.2,13.396666666666668,92.95541666666666,128.66666666666666,1.1916666666666669,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-14,0.2,13.396666666666668,92.95541666666666,128.66666666666666,1.1916666666666669,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-14,0.2,13.396666666666668,92.95541666666666,128.66666666666666,1.1916666666666669,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-15,0.4,15.445833333333333,96.04458333333334,19.541666666666668,1.5375,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-15,0.4,15.445833333333333,96.04458333333334,19.541666666666668,1.5375,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-15,0.4,15.445833333333333,96.04458333333334,19.541666666666668,1.5375,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-15,0.4,15.445833333333333,96.04458333333334,19.541666666666668,1.5375,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-16,0.0,15.230833333333337,85.82041666666667,114.875,0.9875,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-16,0.0,15.230833333333337,85.82041666666667,114.875,0.9875,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-16,0.0,15.230833333333337,85.82041666666667,114.875,0.9875,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-16,0.0,15.230833333333337,85.82041666666667,114.875,0.9875,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-17,0.0,13.722083333333332,90.12958333333334,112.79166666666669,1.0416666666666667,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-17,0.0,13.722083333333332,90.12958333333334,112.79166666666669,1.0416666666666667,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-17,0.0,13.722083333333332,90.12958333333334,112.79166666666669,1.0416666666666667,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-17,0.0,13.722083333333332,90.12958333333334,112.79166666666669,1.0416666666666667,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-18,0.2,15.798333333333334,98.80041666666666,43.41666666666666,0.9541666666666666,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-18,0.2,15.798333333333334,98.80041666666666,43.41666666666666,0.9541666666666666,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-18,0.2,15.798333333333334,98.80041666666666,43.41666666666666,0.9541666666666666,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-18,0.2,15.798333333333334,98.80041666666666,43.41666666666666,0.9541666666666666,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-19,19.8,14.830833333333333,99.91791666666668,23.166666666666668,1.6666666666666667,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-19,19.8,14.830833333333333,99.91791666666668,23.166666666666668,1.6666666666666667,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-19,19.8,14.830833333333333,99.91791666666668,23.166666666666668,1.6666666666666667,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-19,19.8,14.830833333333333,99.91791666666668,23.166666666666668,1.6666666666666667,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-20,4.6,13.1475,99.45875,64.125,0.4958333333333333,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-20,4.6,13.1475,99.45875,64.125,0.4958333333333333,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-20,4.6,13.1475,99.45875,64.125,0.4958333333333333,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-20,4.6,13.1475,99.45875,64.125,0.4958333333333333,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-21,10.6,13.57,99.74708333333332,47.333333333333336,1.8,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-21,10.6,13.57,99.74708333333332,47.333333333333336,1.8,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-21,10.6,13.57,99.74708333333332,47.333333333333336,1.8,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-21,10.6,13.57,99.74708333333332,47.333333333333336,1.8,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-22,0.0,12.641666666666666,88.11916666666667,109.16666666666669,1.2625,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-22,0.0,12.641666666666666,88.11916666666667,109.16666666666669,1.2625,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-22,0.0,12.641666666666666,88.11916666666667,109.16666666666669,1.2625,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-22,0.0,12.641666666666666,88.11916666666667,109.16666666666669,1.2625,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-23,0.0,10.270833333333334,82.81916666666667,123.29166666666669,1.7333333333333334,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-23,0.0,10.270833333333334,82.81916666666667,123.29166666666669,1.7333333333333334,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-23,0.0,10.270833333333334,82.81916666666667,123.29166666666669,1.7333333333333334,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-23,0.0,10.270833333333334,82.81916666666667,123.29166666666669,1.7333333333333334,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-24,0.0,9.64875,78.67208333333333,109.91666666666669,0.7916666666666666,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-24,0.0,9.64875,78.67208333333333,109.91666666666669,0.7916666666666666,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-24,0.0,9.64875,78.67208333333333,109.91666666666669,0.7916666666666666,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-24,0.0,9.64875,78.67208333333333,109.91666666666669,0.7916666666666666,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
BIZERTE,2025-12-25,0.0,6.352222222222222,99.90666666666668,23.666666666666668,0.5444444444444445,490120.0,616960.0,44000.0,1168000.0,0.0,0.0,8000.0,2021
BIZERTE,2025-12-25,0.0,6.352222222222222,99.90666666666668,23.666666666666668,0.5444444444444445,498860.0,632738.0,42600.0,1054600.0,0.0,0.0,11670.0,2022
BIZERTE,2025-12-25,0.0,6.352222222222222,99.90666666666668,23.666666666666668,0.5444444444444445,303240.0,421706.0,40000.0,1067200.0,0.0,0.0,10689.0,2023
BIZERTE,2025-12-25,0.0,6.352222222222222,99.90666666666668,23.666666666666668,0.5444444444444445,257807.0,249710.0,27300.0,618150.0,0.0,0.0,3815.0,2024
JENDOUBA,2025-10-27,0.0,16.47518984027232,66.28645260539409,90.20833333333331,1.6958333333333335,3800000.0,336396.0,326330.0,833260.0,27834.0,21904.0,4197.780000000001,2022
JENDOUBA,2025-10-27,0.0,16.47518984027232,66.28645260539409,90.20833333333331,1.6958333333333335,1240000.0,234652.0,110114.0,386702.0,19394.0,34382.0,47844.0,2023
JENDOUBA,2025-10-27,0.0,16.47518984027232,66.28645260539409,90.20833333333331,1.6958333333333335,288105.0,254060.0,18310.0,720397.6663240229,29668.0,22834.0,833.0,2024
JENDOUBA,2025-10-28,10.8,16.47518984027232,66.28645260539409,115.875,1.8875,3800000.0,336396.0,326330.0,833260.0,27834.0,21904.0,4197.780000000001,2022
JENDOUBA,2025-10-28,10.8,16.47518984027232,66.28645260539409,115.875,1.8875,1240000.0,234652.0,110114.0,386702.0,19394.0,34382.0,47844.0,2023
